"sex","race","age","education","state","y"
"1.Male","1.White","45-54","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","45-54","3.CollegeOrMore","SC",1
"1.Male","1.White","45-54","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","45-54","3.CollegeOrMore","SC",1
"1.Male","1.White","45-54","3.CollegeOrMore","SC",0
"1.Male","1.White","45-54","1.NoCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","45-54","2.SomeCollege","SC",0
"1.Male","1.White","45-54","1.NoCollege","CT",0
"1.Male","1.White","45-54","3.CollegeOrMore","PA",1
"1.Male","1.White","45-54","3.CollegeOrMore","MD",0
"1.Male","1.White","45-54","1.NoCollege","WI",1
"1.Male","1.White","55+","2.SomeCollege","OR",1
"1.Male","1.White","45-54","2.SomeCollege","LA",0
"1.Male","1.White","45-54","3.CollegeOrMore","MN",0
"1.Male","1.White","45-54","2.SomeCollege","CA",1
"1.Male","1.White","45-54","1.NoCollege","OR",0
"1.Male","1.White","45-54","1.NoCollege","MD",0
"1.Male","1.White","55+","2.SomeCollege","NJ",0
"1.Male","1.White","55+","1.NoCollege","AL",0
"1.Male","1.White","45-54","3.CollegeOrMore","KY",0
"1.Male","1.White","55+","3.CollegeOrMore","CO",1
"1.Male","1.White","55+","2.SomeCollege","IL",0
"1.Male","1.White","55+","3.CollegeOrMore","AL",0
"1.Male","1.White","55+","1.NoCollege","LA",0
"1.Male","1.White","55+","3.CollegeOrMore","DE",0
"1.Male","1.White","55+","3.CollegeOrMore","ND",0
"1.Male","1.White","45-54","3.CollegeOrMore","NM",0
"1.Male","1.White","55+","1.NoCollege","NV",0
"1.Male","1.White","45-54","2.SomeCollege","OH",0
"1.Male","1.White","55+","3.CollegeOrMore","NC",1
"1.Male","1.White","55+","1.NoCollege","DE",0
"1.Male","1.White","45-54","3.CollegeOrMore","OR",0
"1.Male","1.White","55+","2.SomeCollege","MT",0
"1.Male","1.White","55+","2.SomeCollege","KS",0
"1.Male","1.White","45-54","3.CollegeOrMore","TX",0
"1.Male","1.White","55+","2.SomeCollege","IN",0
"1.Male","1.White","45-54","1.NoCollege","RI",0
"1.Male","1.White","45-54","2.SomeCollege","AL",0
"1.Male","1.White","55+","2.SomeCollege","NH",1
"1.Male","1.White","45-54","2.SomeCollege","PA",0
"1.Male","1.White","55+","2.SomeCollege","UT",0
"1.Male","1.White","45-54","2.SomeCollege","OK",1
"1.Male","1.White","45-54","2.SomeCollege","MA",0
"1.Male","1.White","45-54","3.CollegeOrMore","NC",0
"1.Male","1.White","45-54","3.CollegeOrMore","MI",0
"1.Male","1.White","55+","2.SomeCollege","HI",1
"1.Male","1.White","45-54","3.CollegeOrMore","ID",1
"1.Male","1.White","45-54","3.CollegeOrMore","GA",0
"1.Male","1.White","55+","2.SomeCollege","ID",0
"1.Male","1.White","45-54","1.NoCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","AZ",0
"1.Male","1.White","55+","3.CollegeOrMore","WA",0
"1.Male","1.White","55+","3.CollegeOrMore","PA",0
"1.Male","1.White","55+","3.CollegeOrMore","FL",0
"1.Male","1.White","55+","1.NoCollege","MN",1
"1.Male","1.White","55+","2.SomeCollege","NC",0
"1.Male","1.White","55+","3.CollegeOrMore","TX",0
"1.Male","1.White","55+","3.CollegeOrMore","MO",0
"1.Male","1.White","55+","1.NoCollege","OH",0
"1.Male","1.White","55+","3.CollegeOrMore","MS",1
"1.Male","1.White","55+","1.NoCollege","KY",0
"1.Male","1.White","55+","3.CollegeOrMore","WV",0
"1.Male","1.White","55+","1.NoCollege","NE",0
"1.Male","1.White","55+","2.SomeCollege","CA",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","LA",0
"1.Male","1.White","55+","3.CollegeOrMore","AL",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","UT",0
"1.Male","1.White","55+","1.NoCollege","CT",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","KY",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","NH",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","1.NoCollege","AR",0
"1.Male","1.White","55+","2.SomeCollege","MD",0
"1.Male","1.White","55+","2.SomeCollege","FL",0
"1.Male","1.White","55+","2.SomeCollege","NV",0
"1.Male","1.White","55+","1.NoCollege","IN",0
"1.Male","1.White","55+","2.SomeCollege","IA",1
"1.Male","1.White","55+","3.CollegeOrMore","AL",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","MT",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","CA",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","UT",0
"1.Male","1.White","55+","3.CollegeOrMore","RI",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","CO",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","MS",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","DE",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",1
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","1.NoCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","1.NoCollege","AZ",0
"1.Male","1.White","55+","3.CollegeOrMore","UT",0
"1.Male","1.White","55+","1.NoCollege","WI",0
"1.Male","1.White","55+","2.SomeCollege","MN",0
"1.Male","1.White","55+","3.CollegeOrMore","CA",1
"1.Male","1.White","55+","3.CollegeOrMore","MA",0
"1.Male","1.White","55+","1.NoCollege","VT",0
"1.Male","1.White","55+","1.NoCollege","IN",0
"1.Male","1.White","55+","2.SomeCollege","AZ",0
"1.Male","1.White","55+","3.CollegeOrMore","LA",0
"1.Male","1.White","55+","3.CollegeOrMore","GA",0
"1.Male","1.White","55+","2.SomeCollege","AR",0
"1.Male","1.White","55+","2.SomeCollege","OR",1
"1.Male","1.White","55+","2.SomeCollege","WV",1
"1.Male","1.White","55+","3.CollegeOrMore","MT",0
"1.Male","1.White","55+","3.CollegeOrMore","OK",0
"1.Male","1.White","55+","3.CollegeOrMore","KY",0
"1.Male","1.White","55+","1.NoCollege","NV",0
"1.Male","1.White","55+","3.CollegeOrMore","MI",0
"1.Male","1.White","55+","3.CollegeOrMore","TN",0
"1.Male","1.White","55+","3.CollegeOrMore","VA",0
"1.Male","1.White","55+","1.NoCollege","NM",0
"1.Male","1.White","55+","3.CollegeOrMore","NM",0
"1.Male","1.White","55+","2.SomeCollege","AZ",1
"1.Male","1.White","55+","2.SomeCollege","AZ",0
"1.Male","1.White","55+","1.NoCollege","AR",1
"1.Male","1.White","55+","2.SomeCollege","KS",0
"1.Male","1.White","55+","1.NoCollege","IA",0
"1.Male","1.White","55+","2.SomeCollege","KY",1
"1.Male","1.White","55+","1.NoCollege","KY",0
"1.Male","1.White","55+","2.SomeCollege","KY",0
"1.Male","1.White","55+","2.SomeCollege","MS",0
"1.Male","1.White","55+","2.SomeCollege","MT",0
"1.Male","1.White","55+","2.SomeCollege","ME",1
"1.Male","1.White","55+","1.NoCollege","WV",0
"1.Male","1.White","55+","3.CollegeOrMore","ID",0
"1.Male","1.White","55+","3.CollegeOrMore","ID",1
"1.Male","1.White","55+","2.SomeCollege","PA",0
"1.Male","1.White","55+","1.NoCollege","ME",0
"1.Male","1.White","55+","3.CollegeOrMore","NV",0
"1.Male","1.White","55+","2.SomeCollege","CT",0
"1.Male","1.White","55+","1.NoCollege","WY",0
"1.Male","1.White","55+","2.SomeCollege","NH",0
"1.Male","1.White","55+","3.CollegeOrMore","SC",0
"1.Male","1.White","55+","3.CollegeOrMore","NH",0
"1.Male","1.White","55+","2.SomeCollege","TX",0
"1.Male","1.White","55+","3.CollegeOrMore","KS",0
"1.Male","1.White","55+","2.SomeCollege","WA",1
"1.Male","1.White","55+","3.CollegeOrMore","NC",0
"1.Male","1.White","55+","1.NoCollege","TN",0
"1.Male","1.White","55+","3.CollegeOrMore","AR",1
"1.Male","1.White","55+","3.CollegeOrMore","NH",0
"1.Male","1.White","55+","2.SomeCollege","MD",1
"1.Male","1.White","55+","2.SomeCollege","LA",0
"1.Male","1.White","55+","3.CollegeOrMore","CA",1
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","2.SomeCollege","MI",0
"1.Male","1.White","55+","2.SomeCollege","TN",0
"1.Male","1.White","55+","3.CollegeOrMore","TX",1
"1.Male","1.White","55+","3.CollegeOrMore","AZ",0
"1.Male","1.White","55+","3.CollegeOrMore","MO",0
"1.Male","1.White","55+","3.CollegeOrMore","KS",0
"1.Male","1.White","55+","2.SomeCollege","CO",1
"1.Male","1.White","55+","2.SomeCollege","NH",0
"1.Male","1.White","55+","3.CollegeOrMore","MS",0
"1.Male","1.White","55+","3.CollegeOrMore","VT",0
"1.Male","1.White","55+","2.SomeCollege","FL",0
"1.Male","1.White","55+","1.NoCollege","KY",0
"1.Male","1.White","55+","2.SomeCollege","SD",0
"1.Male","1.White","55+","2.SomeCollege","TN",0
"1.Male","1.White","55+","3.CollegeOrMore","OH",0
"1.Male","1.White","55+","1.NoCollege","NV",0
"1.Male","1.White","55+","2.SomeCollege","NE",0
"1.Male","1.White","55+","1.NoCollege","MD",1
"1.Male","1.White","55+","2.SomeCollege","RI",1
"1.Male","1.White","55+","2.SomeCollege","ID",0
"1.Male","1.White","55+","3.CollegeOrMore","NV",1
"1.Male","1.White","55+","2.SomeCollege","FL",0
"1.Male","1.White","55+","1.NoCollege","ME",1
"1.Male","1.White","55+","2.SomeCollege","ID",0
"1.Male","1.White","55+","3.CollegeOrMore","WI",1
"1.Male","1.White","55+","3.CollegeOrMore","NJ",1
"1.Male","1.White","55+","3.CollegeOrMore","IA",1
"1.Male","1.White","55+","1.NoCollege","ND",1
"1.Male","1.White","55+","2.SomeCollege","WI",1
"1.Male","1.White","55+","2.SomeCollege","NC",0
"1.Male","1.White","55+","2.SomeCollege","TX",0
"1.Male","1.White","55+","3.CollegeOrMore","VA",0
"1.Male","1.White","55+","3.CollegeOrMore","DE",0
"1.Male","1.White","55+","2.SomeCollege","GA",0
"1.Male","1.White","55+","2.SomeCollege","FL",0
"1.Male","1.White","55+","2.SomeCollege","SC",0
"1.Male","1.White","55+","1.NoCollege","AR",0
"1.Male","1.White","55+","2.SomeCollege","RI",0
"1.Male","1.White","55+","3.CollegeOrMore","AR",0
"1.Male","1.White","55+","1.NoCollege","AZ",0
